# Per-particle forces (Hartree/Bohr). Reference: cav-hoomd.
# particle  Fx_openmm  Fy_openmm  Fz_openmm  Fx_hoomd  Fy_hoomd  Fz_hoomd  max_abs_diff
223  -2.964150e-03  5.771235e-03  -3.491870e-03  -2.968771e-03  5.771473e-03  -3.492555e-03  4.620905e-06
224  -5.375125e-03  -5.715118e-03  -3.529448e-03  -5.377100e-03  -5.714312e-03  -3.531476e-03  2.028858e-06
225  4.184961e-03  5.144004e-03  3.118371e-03  4.188143e-03  5.143532e-03  3.118636e-03  3.182430e-06
226  1.853235e-03  -2.736749e-04  3.782461e-04  1.855759e-03  -2.707590e-04  3.794242e-04  2.915963e-06
227  -2.352671e-03  -6.396170e-04  -7.942004e-04  -2.357165e-03  -6.432593e-04  -7.935733e-04  4.494450e-06
228  -9.881974e-03  -1.845164e-03  4.292875e-03  -9.881701e-03  -1.846296e-03  4.294001e-03  1.131873e-06
229  9.479041e-03  1.804724e-03  -5.473604e-03  9.479063e-03  1.806208e-03  -5.475357e-03  1.752587e-06
230  1.423079e-02  -9.167802e-03  1.898813e-03  1.423102e-02  -9.168050e-03  1.899227e-03  4.136018e-07
231  -1.613149e-02  1.090239e-02  -1.572102e-03  -1.613030e-02  1.090188e-02  -1.569288e-03  2.814053e-06
232  2.464131e-02  5.006960e-02  4.875966e-02  2.464120e-02  5.006653e-02  4.875659e-02  3.073756e-06
233  -2.452818e-02  -4.875334e-02  -5.031180e-02  -2.452740e-02  -4.875121e-02  -5.030990e-02  2.138298e-06
234  -4.633798e-03  1.954129e-04  -3.203920e-03  -4.632617e-03  1.954199e-04  -3.204920e-03  1.181261e-06
235  4.377060e-03  -1.750969e-03  1.642304e-03  4.374395e-03  -1.750795e-03  1.641926e-03  2.664465e-06
236  1.628941e-03  -8.453774e-03  1.133352e-02  1.629550e-03  -8.455720e-03  1.133236e-02  1.945903e-06
237  -2.361781e-03  9.151943e-03  -1.023663e-02  -2.361671e-03  9.149960e-03  -1.023644e-02  1.982727e-06
238  1.318678e-02  4.199426e-03  1.589331e-02  1.318858e-02  4.198640e-03  1.589327e-02  1.802689e-06
239  -1.507012e-02  -5.726667e-03  -1.598532e-02  -1.506880e-02  -5.725743e-03  -1.598411e-02  1.314614e-06
240  8.622479e-03  1.235118e-02  -4.049741e-03  8.620612e-03  1.235227e-02  -4.047821e-03  1.920257e-06
241  -1.051028e-02  -9.922834e-03  5.075120e-03  -1.051011e-02  -9.926247e-03  5.071742e-03  3.413742e-06
242  2.603003e-02  2.134306e-02  6.789176e-03  2.603043e-02  2.134185e-02  6.789902e-03  1.208547e-06
243  -2.380010e-02  -2.345319e-02  -4.560413e-03  -2.380321e-02  -2.345385e-02  -4.564170e-03  3.756813e-06
244  1.763886e-03  -2.192348e-03  1.913327e-03  1.761878e-03  -2.190779e-03  1.908877e-03  4.450581e-06
245  1.692087e-03  2.245273e-03  -2.981006e-03  1.689662e-03  2.241770e-03  -2.979074e-03  3.502881e-06
246  6.795507e-04  1.450693e-03  -6.391230e-03  6.756397e-04  1.445537e-03  -6.387653e-03  5.156079e-06
247  -1.557743e-03  -2.011785e-03  6.423685e-03  -1.554269e-03  -2.011914e-03  6.425777e-03  3.473690e-06
248  3.435311e-03  -9.550069e-03  -1.620126e-03  3.436489e-03  -9.548841e-03  -1.615024e-03  5.101273e-06
249  -1.415073e-03  1.049172e-02  1.137857e-03  -1.413972e-03  1.048892e-02  1.138321e-03  2.799692e-06
250  -5.640880e-03  9.483428e-03  5.917669e-04  -5.640951e-03  9.484256e-03  5.931686e-04  1.401705e-06
251  6.412994e-03  -7.202583e-03  -3.316109e-03  6.413922e-03  -7.201497e-03  -3.316330e-03  1.086694e-06
252  1.199205e-03  4.569849e-04  -2.271723e-03  1.197699e-03  4.574295e-04  -2.273027e-03  1.506751e-06
253  -2.078130e-03  -3.446332e-04  3.975303e-05  -2.079249e-03  -3.444968e-04  4.040176e-05  1.119122e-06
254  1.055023e-02  -5.472569e-02  2.893187e-02  1.054868e-02  -5.472670e-02  2.893194e-02  1.554455e-06
255  -1.161997e-02  5.280391e-02  -2.843131e-02  -1.161830e-02  5.280289e-02  -2.843115e-02  1.673328e-06
256  -1.860133e-03  8.804175e-04  2.767682e-03  -1.856206e-03  8.831923e-04  2.765075e-03  3.926313e-06
257  2.551288e-03  -1.061233e-03  -2.132883e-03  2.550890e-03  -1.062245e-03  -2.133699e-03  1.011810e-06
258  1.052036e-02  -2.219602e-02  4.810443e-03  1.051914e-02  -2.219916e-02  4.807597e-03  3.131537e-06
259  -1.477376e-02  2.051315e-02  -7.309263e-03  -1.477558e-02  2.051594e-02  -7.310542e-03  2.792020e-06
260  4.874072e-03  -2.646194e-03  -3.547110e-03  4.874855e-03  -2.646494e-03  -3.547496e-03  7.830432e-07
261  -5.582087e-03  9.168495e-04  3.685736e-03  -5.585335e-03  9.194494e-04  3.688629e-03  3.247569e-06
262  1.120967e-03  3.391256e-03  -6.866387e-03  1.123252e-03  3.392693e-03  -6.861434e-03  4.953100e-06
263  1.943521e-03  -1.449019e-03  8.610702e-03  1.941309e-03  -1.451848e-03  8.607223e-03  3.479185e-06
264  1.342878e-03  -1.263722e-02  9.104991e-03  1.343739e-03  -1.263807e-02  9.108457e-03  3.465562e-06
265  -3.370313e-03  1.128122e-02  -8.468902e-03  -3.366620e-03  1.128162e-02  -8.469167e-03  3.692724e-06
266  -2.847273e-02  1.122331e-03  4.814920e-03  -2.847119e-02  1.121365e-03  4.811892e-03  3.028279e-06
267  2.799927e-02  -2.913199e-03  -9.049061e-03  2.799850e-02  -2.912107e-03  -9.048922e-03  1.091723e-06
268  1.874720e-03  3.974982e-03  -1.081258e-02  1.872730e-03  3.973718e-03  -1.081077e-02  1.989280e-06
269  1.077758e-04  -5.789245e-03  1.021240e-02  1.079964e-04  -5.788979e-03  1.021289e-02  4.919796e-07
270  -2.900523e-03  -1.339728e-03  -9.326894e-04  -2.901917e-03  -1.338586e-03  -9.293947e-04  3.294662e-06
271  1.115673e-03  1.522383e-03  -1.032883e-03  1.114680e-03  1.520232e-03  -1.032292e-03  2.150756e-06
272  -3.692020e-03  8.424298e-03  -1.420970e-02  -3.692348e-03  8.421666e-03  -1.420969e-02  2.631634e-06
273  3.953059e-03  -8.581989e-03  1.289209e-02  3.955951e-03  -8.580693e-03  1.289234e-02  2.891458e-06
274  -2.040422e-03  -1.753619e-02  2.692847e-02  -2.043136e-03  -1.753699e-02  2.692783e-02  2.714258e-06
275  1.623826e-03  1.955266e-02  -2.934073e-02  1.623738e-03  1.955607e-02  -2.934189e-02  3.409612e-06
276  4.119594e-03  2.856546e-03  7.501830e-03  4.120293e-03  2.854559e-03  7.502319e-03  1.987220e-06
277  -2.089191e-03  -2.586060e-03  -9.320194e-03  -2.093677e-03  -2.585686e-03  -9.320921e-03  4.486237e-06
278  -7.327857e-03  -1.807771e-03  1.120296e-03  -7.331519e-03  -1.807103e-03  1.123966e-03  3.669696e-06
279  6.446289e-03  1.372164e-03  -6.723786e-04  6.445640e-03  1.375641e-03  -6.727545e-04  3.477226e-06
280  3.430744e-02  -8.698919e-03  -1.645356e-02  3.430960e-02  -8.698931e-03  -1.645266e-02  2.156230e-06
281  -3.281827e-02  6.397748e-03  1.590223e-02  -3.281855e-02  6.398265e-03  1.590175e-02  5.165747e-07
282  -1.208267e-02  -1.817185e-02  1.875585e-02  -1.208349e-02  -1.817127e-02  1.875611e-02  8.222738e-07
283  1.291861e-02  1.831779e-02  -1.741397e-02  1.291836e-02  1.831792e-02  -1.741614e-02  2.172104e-06
284  2.632267e-03  -8.184249e-03  2.112922e-03  2.634207e-03  -8.185608e-03  2.113557e-03  1.940032e-06
285  -2.966916e-03  7.545494e-03  -3.862184e-03  -2.967330e-03  7.550520e-03  -3.863621e-03  5.025331e-06
286  4.835638e-03  -2.940184e-03  -1.772381e-02  4.831858e-03  -2.941538e-03  -1.772609e-02  3.780497e-06
287  -4.026376e-03  4.900648e-03  2.120270e-02  -4.026620e-03  4.899021e-03  2.120639e-02  3.687922e-06
288  -6.223931e-03  -1.221407e-02  -4.025228e-03  -6.227424e-03  -1.221278e-02  -4.020431e-03  4.797741e-06
289  6.309468e-03  9.938730e-03  4.388950e-03  6.310132e-03  9.940140e-03  4.386425e-03  2.525061e-06
290  -1.087574e-03  6.996211e-04  -2.177438e-03  -1.084742e-03  7.005310e-04  -2.181594e-03  4.155147e-06
291  1.538349e-04  -1.052917e-03  3.380076e-03  1.536378e-04  -1.056001e-03  3.383369e-03  3.293708e-06
292  -1.822791e-03  8.994367e-04  -7.734830e-04  -1.822960e-03  8.986366e-04  -7.754451e-04  1.962152e-06
293  1.748051e-03  -1.546997e-03  8.695001e-04  1.750192e-03  -1.548505e-03  8.727309e-04  3.230843e-06
294  1.972936e-02  1.435712e-02  -2.960832e-02  1.973122e-02  1.436115e-02  -2.961051e-02  4.031991e-06
295  -1.958224e-02  -1.387652e-02  2.747157e-02  -1.958355e-02  -1.387965e-02  2.747228e-02  3.127444e-06
296  -1.084919e-03  -1.165358e-02  9.651687e-04  -1.083403e-03  -1.165415e-02  9.651048e-04  1.516341e-06
297  8.856077e-04  1.082359e-02  -3.114702e-03  8.866960e-04  1.083089e-02  -3.112994e-03  7.296686e-06
298  3.547487e-02  5.408622e-03  3.436251e-03  3.547139e-02  5.406549e-03  3.433336e-03  3.480138e-06
299  -3.482831e-02  -6.499106e-03  -2.704299e-03  -3.482908e-02  -6.499170e-03  -2.703411e-03  8.874669e-07
300  -2.093368e-03  4.278738e-04  1.477368e-03  -2.095261e-03  4.291880e-04  1.476954e-03  1.892941e-06
301  3.581360e-03  8.116457e-04  -4.742605e-04  3.584415e-03  8.116501e-04  -4.742302e-04  3.055357e-06
302  -3.941269e-04  7.087203e-04  -8.130391e-03  -3.951197e-04  7.065898e-04  -8.130587e-03  2.130505e-06
303  -2.271749e-04  -1.427297e-03  7.221045e-03  -2.251815e-04  -1.426958e-03  7.223875e-03  2.829701e-06
304  -8.845477e-05  1.525321e-03  -4.180332e-05  -8.746878e-05  1.526327e-03  -4.414742e-05  2.344106e-06
305  -2.664716e-04  2.442787e-03  1.400626e-03  -2.651845e-04  2.443174e-03  1.402347e-03  1.720324e-06
306  6.567860e-04  1.353371e-03  7.433981e-03  6.556498e-04  1.354436e-03  7.431069e-03  2.912283e-06
307  -5.766408e-04  -1.400472e-04  -7.800822e-03  -5.764766e-04  -1.398622e-04  -7.805267e-03  4.445804e-06
308  -3.411049e-03  -5.031905e-04  -2.782991e-03  -3.410035e-03  -5.016987e-04  -2.785002e-03  2.011317e-06
309  3.689753e-03  1.449207e-03  -6.250014e-04  3.688819e-03  1.447839e-03  -6.256629e-04  1.367662e-06
310  -2.600640e-03  2.371697e-03  4.818047e-03  -2.601566e-03  2.369428e-03  4.817195e-03  2.269170e-06
311  -1.473062e-03  -3.274878e-03  -6.219446e-03  -1.471899e-03  -3.274828e-03  -6.219770e-03  1.162642e-06
312  1.955106e-03  -3.056473e-03  9.948810e-03  1.956591e-03  -3.054232e-03  9.948348e-03  2.240752e-06
313  -4.110500e-03  3.224784e-03  -1.200274e-02  -4.113278e-03  3.226020e-03  -1.200539e-02  2.778186e-06
314  -5.687726e-03  3.320081e-02  -3.571427e-02  -5.687957e-03  3.319712e-02  -3.571200e-02  3.691386e-06
315  5.497101e-03  -3.632926e-02  3.518637e-02  5.497614e-03  -3.632513e-02  3.518550e-02  4.127569e-06
316  -5.270079e-03  1.299871e-03  -8.476434e-03  -5.271191e-03  1.299360e-03  -8.475872e-03  1.112650e-06
317  6.172091e-03  -1.976987e-04  8.097552e-03  6.174816e-03  -1.977977e-04  8.095934e-03  2.725851e-06
318  1.690954e-03  1.984140e-03  5.732461e-03  1.692307e-03  1.985716e-03  5.734616e-03  2.154416e-06
319  -3.356469e-04  1.744517e-04  -4.153163e-03  -3.351313e-04  1.758384e-04  -4.150766e-03  2.397302e-06
320  -9.909262e-05  -5.489523e-03  5.384728e-03  -9.760079e-05  -5.488159e-03  5.385176e-03  1.491833e-06
321  -1.258476e-03  5.007448e-03  -3.792199e-03  -1.259413e-03  5.009105e-03  -3.790367e-03  1.832414e-06
322  3.431584e-02  2.100733e-02  1.040995e-02  3.431305e-02  2.100625e-02  1.041258e-02  2.795639e-06
323  -3.273914e-02  -1.888242e-02  -7.375842e-03  -3.273783e-02  -1.888477e-02  -7.376780e-03  2.349238e-06
324  1.406687e-02  -5.323929e-03  5.755226e-06  1.406475e-02  -5.324148e-03  8.098242e-06  2.343017e-06
325  -1.303181e-02  4.727748e-03  -8.094397e-04  -1.302841e-02  4.728695e-03  -8.078689e-04  3.403488e-06
326  -1.911059e-04  -7.412834e-04  8.006819e-04  -1.913076e-04  -7.425710e-04  8.039682e-04  3.286337e-06
327  1.565202e-03  -1.307101e-03  -2.618236e-03  1.563254e-03  -1.306999e-03  -2.618748e-03  1.947756e-06
328  8.042141e-03  1.160507e-02  -7.601065e-03  8.044358e-03  1.160451e-02  -7.601286e-03  2.216986e-06
329  -7.921347e-03  -1.146871e-02  8.089189e-03  -7.922767e-03  -1.146606e-02  8.089558e-03  2.645182e-06
330  -2.510666e-03  -1.833510e-03  -2.684389e-03  -2.511895e-03  -1.831972e-03  -2.682183e-03  2.206054e-06
331  3.988175e-03  1.616358e-03  4.802503e-03  3.987293e-03  1.615641e-03  4.799267e-03  3.235567e-06
332  -5.063147e-03  6.242867e-04  -4.974230e-03  -5.065954e-03  6.253590e-04  -4.975333e-03  2.807341e-06
333  4.281295e-03  -1.521248e-03  4.219188e-03  4.285496e-03  -1.522914e-03  4.217896e-03  4.200714e-06
334  6.080946e-05  1.454637e-03  3.994739e-04  6.229544e-05  1.453914e-03  4.004843e-04  1.485980e-06
335  -1.220037e-03  -6.305285e-04  -1.597734e-03  -1.220445e-03  -6.307884e-04  -1.596771e-03  9.631243e-07
336  -1.966862e-03  9.233264e-03  4.621726e-03  -1.968492e-03  9.232917e-03  4.623559e-03  1.832338e-06
337  2.779812e-03  -9.262734e-03  -2.983967e-03  2.780757e-03  -9.262459e-03  -2.983081e-03  9.453370e-07
338  -3.662371e-03  8.940744e-03  3.519325e-02  -3.661339e-03  8.943344e-03  3.519075e-02  2.599380e-06
339  2.322240e-03  -6.699318e-03  -3.325558e-02  2.321011e-03  -6.700599e-03  -3.325800e-02  2.422316e-06
340  9.455405e-03  -1.646258e-03  8.307098e-03  9.455416e-03  -1.645130e-03  8.308160e-03  1.127552e-06
341  -1.210338e-02  2.404451e-03  -1.018964e-02  -1.210136e-02  2.402024e-03  -1.018985e-02  2.426617e-06
342  1.803698e-02  -1.940822e-02  -1.668203e-02  1.803715e-02  -1.941191e-02  -1.668204e-02  3.686404e-06
343  -1.813059e-02  1.856796e-02  1.812038e-02  -1.813051e-02  1.856929e-02  1.811810e-02  2.281442e-06
344  -3.515930e-03  -4.658539e-04  1.329617e-04  -3.518731e-03  -4.651988e-04  1.346071e-04  2.800546e-06
345  3.093093e-03  2.517185e-03  -1.716711e-03  3.094196e-03  2.515332e-03  -1.720547e-03  3.836728e-06
346  1.091178e-02  4.695686e-03  2.183620e-02  1.091259e-02  4.693937e-03  2.183902e-02  2.823295e-06
347  -1.116486e-02  -3.076349e-03  -2.302422e-02  -1.116816e-02  -3.080463e-03  -2.301906e-02  5.163894e-06
348  2.213680e-02  2.027854e-02  1.119779e-02  2.213994e-02  2.028094e-02  1.119735e-02  3.146364e-06
349  -1.956308e-02  -1.929009e-02  -1.456553e-02  -1.956671e-02  -1.929062e-02  -1.456268e-02  3.638056e-06
350  -2.314632e-02  -2.667229e-02  4.633729e-03  -2.314434e-02  -2.666658e-02  4.631835e-03  5.712008e-06
351  2.328401e-02  2.794495e-02  -4.229825e-03  2.328180e-02  2.794155e-02  -4.228902e-03  3.393410e-06
352  -5.302844e-03  1.799283e-02  -1.226044e-02  -5.302153e-03  1.799519e-02  -1.225773e-02  2.714685e-06
353  4.782736e-03  -1.839236e-02  1.231769e-02  4.778223e-03  -1.839252e-02  1.231668e-02  4.512979e-06
354  2.000646e-04  -9.279138e-04  -4.564371e-04  2.010831e-04  -9.291814e-04  -4.535342e-04  2.902891e-06
355  1.420218e-04  1.533775e-03  1.849007e-03  1.409828e-04  1.535469e-03  1.846148e-03  2.858283e-06
356  3.383197e-02  2.294801e-02  -1.296702e-03  3.382905e-02  2.294660e-02  -1.298892e-03  2.918344e-06
357  -3.498427e-02  -2.430793e-02  2.227200e-04  -3.498034e-02  -2.430905e-02  2.246837e-04  3.929354e-06
358  4.490815e-03  1.307278e-02  -1.154075e-02  4.488702e-03  1.307056e-02  -1.154192e-02  2.225282e-06
359  -5.127327e-03  -1.291355e-02  1.138465e-02  -5.126433e-03  -1.291008e-02  1.138078e-02  3.871043e-06
360  -1.193888e-03  1.124772e-03  -1.828164e-03  -1.195362e-03  1.123344e-03  -1.827643e-03  1.474016e-06
361  7.807701e-04  -1.377771e-03  6.072040e-04  7.834534e-04  -1.377581e-03  6.084773e-04  2.683326e-06
362  8.896448e-03  -4.087560e-03  3.010734e-03  8.898145e-03  -4.087750e-03  3.010803e-03  1.697055e-06
363  -5.278806e-03  8.478030e-03  1.261971e-04  -5.279112e-03  8.478613e-03  1.250669e-04  1.130164e-06
364  -7.644474e-02  5.771507e-02  -2.211271e-02  -7.644498e-02  5.771753e-02  -2.211396e-02  2.458227e-06
365  7.841647e-02  -5.915420e-02  2.287872e-02  7.841354e-02  -5.915633e-02  2.287826e-02  2.933138e-06
366  -3.593077e-04  -4.956439e-03  -3.045414e-03  -3.567112e-04  -4.959959e-03  -3.048205e-03  3.519787e-06
367  2.091304e-03  4.424562e-03  5.283217e-03  2.089962e-03  4.423802e-03  5.282140e-03  1.342226e-06
368  -2.027554e-02  9.588800e-03  2.565946e-02  -2.027384e-02  9.587443e-03  2.566144e-02  1.979419e-06
369  2.112081e-02  -8.940957e-03  -2.598199e-02  2.112288e-02  -8.942152e-03  -2.598382e-02  2.072464e-06
370  -3.720497e-03  6.051491e-03  4.046824e-03  -3.722446e-03  6.052842e-03  4.049590e-03  2.765784e-06
371  1.477166e-03  -2.846012e-03  -6.963508e-03  1.477614e-03  -2.848110e-03  -6.967694e-03  4.186540e-06
372  7.651950e-03  -1.397007e-03  -7.892543e-03  7.654455e-03  -1.396405e-03  -7.889638e-03  2.904280e-06
373  -8.774222e-03  -1.331245e-04  3.953271e-03  -8.775726e-03  -1.349901e-04  3.951706e-03  1.865651e-06
374  2.805916e-02  9.789428e-03  2.570961e-03  2.805902e-02  9.787983e-03  2.570935e-03  1.444777e-06
375  -2.722047e-02  -1.130525e-02  -2.856494e-03  -2.722067e-02  -1.131119e-02  -2.855045e-03  5.939132e-06
376  4.523709e-03  2.748756e-02  -7.809918e-02  4.524642e-03  2.748475e-02  -7.810093e-02  2.813999e-06
377  -3.799854e-03  -2.661104e-02  8.108563e-02  -3.801856e-03  -2.661092e-02  8.108801e-02  2.379142e-06
378  3.226454e-02  -3.269410e-03  1.798364e-02  3.226390e-02  -3.266983e-03  1.798404e-02  2.426822e-06
379  -3.080057e-02  3.755158e-03  -1.610190e-02  -3.080169e-02  3.756230e-03  -1.610433e-02  2.426276e-06
380  2.029752e-02  -1.157496e-03  1.485995e-03  2.029291e-02  -1.157203e-03  1.486666e-03  4.612761e-06
381  -1.910002e-02  4.039168e-04  -1.637829e-03  -1.910023e-02  4.053306e-04  -1.636727e-03  1.413808e-06
382  7.019136e-03  2.092196e-02  -3.155505e-02  7.021223e-03  2.091979e-02  -3.155523e-02  2.164935e-06
383  -6.478471e-03  -2.127917e-02  3.378213e-02  -6.479100e-03  -2.127810e-02  3.377838e-02  3.751373e-06
384  -3.451681e-03  -1.083426e-03  -7.844091e-04  -3.453854e-03  -1.081488e-03  -7.837012e-04  2.172818e-06
385  2.633273e-03  2.142450e-03  1.469659e-03  2.635771e-03  2.141343e-03  1.467431e-03  2.497952e-06
386  -3.670207e-02  -3.524899e-02  8.118130e-03  -3.670226e-02  -3.524830e-02  8.116653e-03  1.477262e-06
387  3.575099e-02  3.503650e-02  -8.069329e-03  3.574935e-02  3.503894e-02  -8.068463e-03  2.438202e-06
388  4.965498e-03  3.119135e-03  -3.583062e-05  4.968630e-03  3.120715e-03  -3.633486e-05  3.131563e-06
389  -2.814032e-03  -6.359026e-04  4.950803e-04  -2.813679e-03  -6.362051e-04  4.942344e-04  8.459865e-07
390  4.357983e-03  8.431974e-03  5.900618e-03  4.359157e-03  8.434735e-03  5.903869e-03  3.251483e-06
391  -4.023020e-03  -7.530877e-03  -5.647830e-03  -4.023231e-03  -7.532939e-03  -5.646424e-03  2.061701e-06
392  2.515231e-03  -1.451312e-02  1.376825e-02  2.513809e-03  -1.450914e-02  1.376462e-02  3.979313e-06
393  -1.917640e-03  1.404772e-02  -1.476162e-02  -1.917829e-03  1.404876e-02  -1.476249e-02  1.036943e-06
394  -1.321903e-02  3.947277e-03  -7.742427e-03  -1.321739e-02  3.949055e-03  -7.742448e-03  1.777274e-06
395  1.601704e-02  -6.063689e-03  4.679777e-03  1.601640e-02  -6.064196e-03  4.682707e-03  2.930215e-06
396  -1.698041e-02  4.065149e-02  3.186013e-02  -1.697943e-02  4.065240e-02  3.186185e-02  1.729331e-06
397  1.726572e-02  -4.197861e-02  -3.487886e-02  1.726560e-02  -4.198155e-02  -3.487945e-02  2.936893e-06
398  1.091253e-02  1.606805e-03  -1.912684e-02  1.091138e-02  1.607055e-03  -1.912592e-02  1.152191e-06
399  -1.010035e-02  -1.359019e-03  1.956625e-02  -1.010161e-02  -1.358594e-03  1.956491e-02  1.337990e-06
400  8.218784e-03  9.302963e-04  6.989270e-03  8.218349e-03  9.293971e-04  6.989407e-03  8.991654e-07
401  -7.668556e-03  3.630535e-04  -3.123850e-03  -7.668529e-03  3.656214e-04  -3.122765e-03  2.567896e-06
402  8.458923e-03  7.496489e-03  1.096063e-02  8.460120e-03  7.497035e-03  1.095936e-02  1.278533e-06
403  -6.229050e-03  -8.529306e-03  -1.072556e-02  -6.230729e-03  -8.532409e-03  -1.072702e-02  3.102911e-06
404  8.644103e-04  -1.592900e-03  -2.652698e-02  8.645956e-04  -1.594452e-03  -2.652956e-02  2.579446e-06
405  -5.413506e-04  2.645913e-03  2.813145e-02  -5.402788e-04  2.646606e-03  2.813325e-02  1.805933e-06
406  -3.351397e-02  -1.193476e-03  -6.861815e-03  -3.351460e-02  -1.193579e-03  -6.862193e-03  6.298424e-07
407  3.304624e-02  1.399109e-03  5.237600e-03  3.304584e-02  1.398074e-03  5.238897e-03  1.297018e-06
408  -5.475747e-03  -1.468322e-02  1.082897e-02  -5.473072e-03  -1.468348e-02  1.082601e-02  2.952974e-06
409  3.283722e-03  1.535408e-02  -1.053671e-02  3.285997e-03  1.535410e-02  -1.053307e-02  3.634637e-06
410  -6.683717e-04  1.525308e-05  7.345972e-03  -6.679277e-04  1.391788e-05  7.345979e-03  1.335196e-06
411  -1.912220e-03  3.582640e-04  -8.884815e-03  -1.909370e-03  3.575306e-04  -8.888378e-03  3.562886e-06
412  3.767586e-04  1.484888e-02  9.078065e-03  3.776141e-04  1.484736e-02  9.076695e-03  1.519179e-06
413  -2.829575e-03  -1.618120e-02  -5.999259e-03  -2.832293e-03  -1.618015e-02  -5.998515e-03  2.717652e-06
414  1.727647e-02  -1.805611e-02  -8.851236e-03  1.727553e-02  -1.805570e-02  -8.851712e-03  9.381504e-07
415  -1.730398e-02  1.871192e-02  9.863941e-03  -1.730295e-02  1.871162e-02  9.860423e-03  3.517759e-06
416  -1.298420e-04  -8.978846e-04  -1.002255e-02  -1.314527e-04  -8.982573e-04  -1.002906e-02  6.512566e-06
417  5.828404e-04  2.021444e-03  1.063431e-02  5.846662e-04  2.020757e-03  1.063152e-02  2.794645e-06
418  1.784693e-02  -1.862604e-02  1.561652e-02  1.784888e-02  -1.862326e-02  1.561600e-02  2.778746e-06
419  -1.902853e-02  1.949533e-02  -1.716306e-02  -1.903202e-02  1.949406e-02  -1.716307e-02  3.488389e-06
420  1.354613e-03  4.255420e-03  9.313685e-04  1.352972e-03  4.255308e-03  9.292112e-04  2.157289e-06
421  -2.331104e-04  -4.692896e-03  -1.231449e-03  -2.336165e-04  -4.691585e-03  -1.233910e-03  2.460887e-06
422  1.944310e-02  8.471779e-03  -1.272034e-02  1.944244e-02  8.471470e-03  -1.272214e-02  1.793497e-06
423  -2.085617e-02  -7.201379e-03  1.251074e-02  -2.085599e-02  -7.200379e-03  1.251008e-02  9.999156e-07
424  2.261069e-02  2.711800e-03  -4.239427e-02  2.261146e-02  2.713389e-03  -4.239279e-02  1.589115e-06
425  -2.288011e-02  -2.916550e-03  4.271257e-02  -2.287949e-02  -2.916274e-03  4.271267e-02  6.204890e-07
426  5.148189e-03  -3.681233e-02  -6.506118e-03  5.150231e-03  -3.681133e-02  -6.505603e-03  2.042702e-06
427  -3.738947e-03  3.698494e-02  6.230029e-03  -3.739412e-03  3.698507e-02  6.230616e-03  5.871924e-07
428  -1.703649e-03  -3.321860e-03  5.582401e-04  -1.704125e-03  -3.322335e-03  5.581286e-04  4.755648e-07
429  1.972432e-03  3.901487e-03  5.746764e-04  1.974901e-03  3.901409e-03  5.774211e-04  2.744647e-06
430  3.073655e-03  5.399895e-03  1.229288e-03  3.072013e-03  5.400790e-03  1.229156e-03  1.642515e-06
431  -3.238243e-03  -5.575781e-03  -3.682537e-03  -3.239183e-03  -5.578798e-03  -3.681566e-03  3.017421e-06
432  -1.242551e-02  -1.752932e-02  -1.245008e-02  -1.242548e-02  -1.752650e-02  -1.244986e-02  2.825960e-06
433  1.070078e-02  1.764715e-02  1.501259e-02  1.070327e-02  1.764835e-02  1.501450e-02  2.492856e-06
434  -6.893544e-03  6.553350e-03  -8.440238e-03  -6.891973e-03  6.549637e-03  -8.439804e-03  3.713326e-06
435  9.992282e-03  -7.241270e-03  9.285562e-03  9.993274e-03  -7.239955e-03  9.286294e-03  1.315587e-06
436  2.402604e-03  5.683524e-03  -1.202338e-02  2.404587e-03  5.682216e-03  -1.202024e-02  3.136752e-06
437  -3.177172e-03  -8.003589e-03  9.374150e-03  -3.180933e-03  -8.003689e-03  9.376934e-03  3.760658e-06
438  -1.105182e-02  9.054305e-03  1.227652e-02  -1.105084e-02  9.053178e-03  1.227757e-02  1.127867e-06
439  1.262922e-02  -8.272160e-03  -1.402983e-02  1.262958e-02  -8.272141e-03  -1.403391e-02  4.080261e-06
440  -2.688456e-03  6.571094e-04  5.413016e-04  -2.687999e-03  6.544466e-04  5.411355e-04  2.662753e-06
441  1.478266e-03  -1.973567e-03  -3.600168e-03  1.478293e-03  -1.971959e-03  -3.598039e-03  2.128549e-06
442  -9.303040e-04  2.770398e-03  -1.320110e-03  -9.293047e-04  2.771733e-03  -1.321056e-03  1.335513e-06
443  -8.090416e-04  -5.725491e-04  1.317759e-04  -8.078783e-04  -5.727498e-04  1.332628e-04  1.486884e-06
444  -9.973529e-03  -9.624544e-04  -5.106588e-03  -9.971538e-03  -9.639273e-04  -5.111366e-03  4.777066e-06
445  1.115542e-02  5.115051e-04  4.532538e-03  1.115552e-02  5.101951e-04  4.532898e-03  1.309984e-06
446  3.352964e-03  4.459159e-03  -1.847575e-03  3.351215e-03  4.458451e-03  -1.846901e-03  1.749531e-06
447  -1.355593e-03  -9.291562e-03  4.013115e-04  -1.355438e-03  -9.289986e-03  3.966011e-04  4.710375e-06
448  2.491399e-02  1.031591e-02  -4.303043e-02  2.491898e-02  1.031873e-02  -4.302905e-02  4.987271e-06
449  -2.504266e-02  -7.422354e-03  4.392650e-02  -2.504483e-02  -7.422329e-03  4.392394e-02  2.562022e-06
