# Per-particle forces (Hartree/Bohr). Reference: cav-hoomd.
# particle  Fx_openmm  Fy_openmm  Fz_openmm  Fx_hoomd  Fy_hoomd  Fz_hoomd  max_abs_diff
220  -1.089332e-02  -9.435263e-03  6.079923e-03  -1.089353e-02  -9.436757e-03  6.082455e-03  2.531896e-06
221  9.196254e-03  1.167074e-02  -2.834164e-03  9.197065e-03  1.167182e-02  -2.835464e-03  1.300013e-06
222  6.243113e-04  -7.588484e-03  5.049984e-03  6.240346e-04  -7.584206e-03  5.049125e-03  4.277981e-06
223  -2.878948e-03  5.858025e-03  -3.492473e-03  -2.883476e-03  5.856767e-03  -3.492555e-03  4.527696e-06
224  -5.460530e-03  -5.800543e-03  -3.529557e-03  -5.462395e-03  -5.799606e-03  -3.531476e-03  1.919075e-06
225  4.270363e-03  5.229432e-03  3.118475e-03  4.273438e-03  5.228826e-03  3.118636e-03  3.075167e-06
226  1.769056e-03  -3.589192e-04  3.775113e-04  1.770464e-03  -3.560536e-04  3.794242e-04  2.865619e-06
227  -2.268493e-03  -5.543666e-04  -7.934541e-04  -2.271870e-03  -5.579647e-04  -7.935733e-04  3.598006e-06
228  -9.965345e-03  -1.930010e-03  4.291962e-03  -9.966996e-03  -1.931590e-03  4.294001e-03  2.038756e-06
229  9.562429e-03  1.889584e-03  -5.472675e-03  9.564357e-03  1.891503e-03  -5.475357e-03  2.681364e-06
230  1.414662e-02  -9.253819e-03  1.898906e-03  1.414572e-02  -9.253345e-03  1.899227e-03  8.988082e-07
231  -1.604735e-02  1.098838e-02  -1.572218e-03  -1.604501e-02  1.098718e-02  -1.569288e-03  2.930425e-06
232  2.455499e-02  4.998218e-02  4.875745e-02  2.455591e-02  4.998124e-02  4.875659e-02  9.403323e-07
233  -2.444186e-02  -4.866592e-02  -5.030959e-02  -2.444210e-02  -4.866591e-02  -5.030990e-02  3.130912e-07
234  -4.717764e-03  1.099864e-04  -3.203740e-03  -4.717911e-03  1.101253e-04  -3.204920e-03  1.179932e-06
235  4.461049e-03  -1.665557e-03  1.642131e-03  4.459690e-03  -1.665500e-03  1.641926e-03  1.359525e-06
236  1.543534e-03  -8.538601e-03  1.133299e-02  1.544256e-03  -8.541015e-03  1.133236e-02  2.413502e-06
237  -2.276355e-03  9.236754e-03  -1.023609e-02  -2.276377e-03  9.235255e-03  -1.023644e-02  1.499748e-06
238  1.310124e-02  4.114013e-03  1.589300e-02  1.310329e-02  4.113346e-03  1.589327e-02  2.051891e-06
239  -1.498460e-02  -5.641264e-03  -1.598500e-02  -1.498351e-02  -5.640449e-03  -1.598411e-02  1.094095e-06
240  8.537045e-03  1.226574e-02  -4.049678e-03  8.535318e-03  1.226698e-02  -4.047821e-03  1.856753e-06
241  -1.042493e-02  -9.837368e-03  5.075065e-03  -1.042482e-02  -9.840953e-03  5.071742e-03  3.584641e-06
242  2.594472e-02  2.125777e-02  6.789184e-03  2.594514e-02  2.125655e-02  6.789902e-03  1.213853e-06
243  -2.371482e-02  -2.336791e-02  -4.560410e-03  -2.371792e-02  -2.336856e-02  -4.564170e-03  3.759747e-06
244  1.678726e-03  -2.277157e-03  1.912822e-03  1.676583e-03  -2.276074e-03  1.908877e-03  3.945452e-06
245  1.777247e-03  2.330068e-03  -2.980496e-03  1.774957e-03  2.327064e-03  -2.979074e-03  3.003289e-06
246  5.941020e-04  1.365275e-03  -6.390220e-03  5.903451e-04  1.360242e-03  -6.387653e-03  5.032530e-06
247  -1.472297e-03  -1.926369e-03  6.422671e-03  -1.468975e-03  -1.926620e-03  6.425777e-03  3.321885e-06
248  3.350127e-03  -9.635654e-03  -1.620188e-03  3.351195e-03  -9.634135e-03  -1.615024e-03  5.163663e-06
249  -1.329843e-03  1.057731e-02  1.137920e-03  -1.328678e-03  1.057421e-02  1.138321e-03  3.099012e-06
250  -5.726067e-03  9.397970e-03  5.917160e-04  -5.726245e-03  9.398961e-03  5.931686e-04  1.452636e-06
251  6.498168e-03  -7.117131e-03  -3.316064e-03  6.499216e-03  -7.116202e-03  -3.316330e-03  1.048048e-06
252  1.115529e-03  3.725814e-04  -2.272344e-03  1.112404e-03  3.721349e-04  -2.273027e-03  3.125392e-06
253  -1.994466e-03  -2.602318e-04  4.037418e-05  -1.993955e-03  -2.592022e-04  4.040176e-05  1.029562e-06
254  1.046492e-02  -5.481109e-02  2.893199e-02  1.046338e-02  -5.481199e-02  2.893194e-02  1.533378e-06
255  -1.153464e-02  5.288937e-02  -2.843143e-02  -1.153301e-02  5.288819e-02  -2.843115e-02  1.634220e-06
256  -1.945930e-03  7.954992e-04  2.768041e-03  -1.941501e-03  7.978977e-04  2.765075e-03  4.428776e-06
257  2.637093e-03  -9.763104e-04  -2.133224e-03  2.636184e-03  -9.769503e-04  -2.133699e-03  9.083685e-07
258  1.043637e-02  -2.228338e-02  4.810884e-03  1.043384e-02  -2.228445e-02  4.807597e-03  3.287092e-06
259  -1.468978e-02  2.060050e-02  -7.309689e-03  -1.469029e-02  2.060124e-02  -7.310542e-03  8.534830e-07
260  4.790886e-03  -2.732381e-03  -3.548705e-03  4.789560e-03  -2.731788e-03  -3.547496e-03  1.325395e-06
261  -5.498901e-03  1.003048e-03  3.687316e-03  -5.500040e-03  1.004744e-03  3.688629e-03  1.696382e-06
262  1.035974e-03  3.305436e-03  -6.863002e-03  1.037957e-03  3.307398e-03  -6.861434e-03  1.982790e-06
263  2.028529e-03  -1.363189e-03  8.607335e-03  2.026604e-03  -1.366554e-03  8.607223e-03  3.364953e-06
264  1.124687e-03  -1.204745e-02  8.691713e-03  1.258444e-03  -1.272337e-02  9.108457e-03  6.759223e-04
265  -3.152142e-03  1.069143e-02  -8.055635e-03  -3.281325e-03  1.136691e-02  -8.469167e-03  6.754842e-04
266  -2.855433e-02  1.036773e-03  4.813999e-03  -2.855648e-02  1.036070e-03  4.811892e-03  2.148378e-06
267  2.808087e-02  -2.827637e-03  -9.048114e-03  2.808380e-02  -2.826813e-03  -9.048922e-03  2.929509e-06
268  1.789471e-03  3.889524e-03  -1.081220e-02  1.787436e-03  3.888424e-03  -1.081077e-02  2.034920e-06
269  1.930404e-04  -5.703786e-03  1.021202e-02  1.932910e-04  -5.703684e-03  1.021289e-02  8.702759e-07
270  -2.985171e-03  -1.424857e-03  -9.329757e-04  -2.987211e-03  -1.423881e-03  -9.293947e-04  3.581037e-06
271  1.200331e-03  1.607512e-03  -1.032584e-03  1.199974e-03  1.605527e-03  -1.032292e-03  1.985009e-06
272  -3.776946e-03  8.338174e-03  -1.420844e-02  -3.777643e-03  8.336372e-03  -1.420969e-02  1.802075e-06
273  4.037999e-03  -8.495880e-03  1.289083e-02  4.041246e-03  -8.495398e-03  1.289234e-02  3.246681e-06
274  -2.125722e-03  -1.762237e-02  2.692982e-02  -2.128431e-03  -1.762229e-02  2.692783e-02  2.708429e-06
275  1.709154e-03  1.963882e-02  -2.934211e-02  1.709033e-03  1.964137e-02  -2.934189e-02  2.547104e-06
276  4.034571e-03  2.771386e-03  7.502811e-03  4.034998e-03  2.769264e-03  7.502319e-03  2.121869e-06
277  -2.004174e-03  -2.500907e-03  -9.321187e-03  -2.008382e-03  -2.500392e-03  -9.320921e-03  4.208404e-06
278  -7.413346e-03  -1.893138e-03  1.120330e-03  -7.416813e-03  -1.892398e-03  1.123966e-03  3.635444e-06
279  6.531778e-03  1.457518e-03  -6.724185e-04  6.530934e-03  1.460936e-03  -6.727545e-04  3.417508e-06
280  3.422252e-02  -8.784306e-03  -1.645370e-02  3.422430e-02  -8.784225e-03  -1.645266e-02  1.783823e-06
281  -3.273335e-02  6.483132e-03  1.590238e-02  -3.273325e-02  6.483559e-03  1.590175e-02  6.339172e-07
282  -1.216848e-02  -1.825814e-02  1.875676e-02  -1.216879e-02  -1.825656e-02  1.875611e-02  1.582306e-06
283  1.300442e-02  1.840408e-02  -1.741487e-02  1.300366e-02  1.840321e-02  -1.741614e-02  1.267598e-06
284  2.547008e-03  -8.269639e-03  2.112953e-03  2.548913e-03  -8.270902e-03  2.113557e-03  1.904193e-06
285  -2.881654e-03  7.630891e-03  -3.862210e-03  -2.882036e-03  7.635814e-03  -3.863621e-03  4.923071e-06
286  4.750711e-03  -3.025864e-03  -1.772561e-02  4.746563e-03  -3.026832e-03  -1.772609e-02  4.148092e-06
287  -3.941436e-03  4.986305e-03  2.120449e-02  -3.941326e-03  4.984315e-03  2.120639e-02  1.989769e-06
288  -6.308680e-03  -1.229831e-02  -4.024888e-03  -6.312719e-03  -1.229808e-02  -4.020431e-03  4.457137e-06
289  6.394226e-03  1.002295e-02  4.388620e-03  6.395426e-03  1.002543e-02  4.386425e-03  2.484758e-06
290  -1.173872e-03  6.164444e-04  -2.179694e-03  -1.170037e-03  6.152364e-04  -2.181594e-03  3.835709e-06
291  2.401135e-04  -9.697212e-04  3.382316e-03  2.389324e-04  -9.707061e-04  3.383369e-03  1.181152e-06
292  -1.908444e-03  8.142171e-04  -7.736687e-04  -1.908255e-03  8.133421e-04  -7.754451e-04  1.776485e-06
293  1.833704e-03  -1.461777e-03  8.696843e-04  1.835487e-03  -1.463210e-03  8.727309e-04  3.046611e-06
294  1.964611e-02  1.427326e-02  -2.961149e-02  1.964593e-02  1.427586e-02  -2.961051e-02  2.600592e-06
295  -1.949899e-02  -1.379266e-02  2.747474e-02  -1.949825e-02  -1.379436e-02  2.747228e-02  2.456336e-06
296  -1.170231e-03  -1.173914e-02  9.653085e-04  -1.168697e-03  -1.173944e-02  9.651048e-04  1.533331e-06
297  9.709325e-04  1.090918e-02  -3.114817e-03  9.719906e-04  1.091618e-02  -3.112994e-03  6.999461e-06
298  3.538620e-02  5.322788e-03  3.435856e-03  3.538609e-02  5.321254e-03  3.433336e-03  2.519663e-06
299  -3.473964e-02  -6.413260e-03  -2.703921e-03  -3.474379e-02  -6.413875e-03  -2.703411e-03  4.142560e-06
300  -2.180292e-03  3.427851e-04  1.478233e-03  -2.180555e-03  3.438934e-04  1.476954e-03  1.279044e-06
301  3.668275e-03  8.967282e-04  -4.751380e-04  3.669710e-03  8.969447e-04  -4.742302e-04  1.435383e-06
302  -4.794591e-04  6.234492e-04  -8.131111e-03  -4.804143e-04  6.212952e-04  -8.130587e-03  2.153969e-06
303  -1.418248e-04  -1.342031e-03  7.221768e-03  -1.398869e-04  -1.341663e-03  7.223875e-03  2.107477e-06
304  -5.240889e-04  7.592320e-04  -1.736249e-04  -1.727634e-04  1.441032e-03  -4.414743e-05  6.818000e-04
305  1.691678e-04  3.208923e-03  1.532438e-03  -1.798899e-04  2.528469e-03  1.402347e-03  6.804548e-04
306  5.714423e-04  1.268060e-03  7.433159e-03  5.703552e-04  1.269141e-03  7.431069e-03  2.090656e-06
307  -4.913020e-04  -5.472638e-05  -7.800002e-03  -4.911820e-04  -5.456759e-05  -7.805267e-03  5.265866e-06
308  -3.496342e-03  -5.884844e-04  -2.782981e-03  -3.495329e-03  -5.869933e-04  -2.785002e-03  2.021376e-06
309  3.775064e-03  1.534508e-03  -6.250040e-04  3.774113e-03  1.533134e-03  -6.256629e-04  1.374530e-06
310  -2.686312e-03  2.287256e-03  4.819881e-03  -2.686861e-03  2.284133e-03  4.817195e-03  3.123439e-06
311  -1.387384e-03  -3.190464e-03  -6.221282e-03  -1.386604e-03  -3.189534e-03  -6.219770e-03  1.512104e-06
312  1.870232e-03  -3.142334e-03  9.951072e-03  1.871297e-03  -3.139526e-03  9.948348e-03  2.807860e-06
313  -4.025621e-03  3.310651e-03  -1.200501e-02  -4.027983e-03  3.311314e-03  -1.200539e-02  2.361960e-06
314  -5.772470e-03  3.311097e-02  -3.570968e-02  -5.773252e-03  3.311183e-02  -3.571200e-02  2.322307e-06
315  5.581823e-03  -3.623943e-02  3.518175e-02  5.582909e-03  -3.623984e-02  3.518550e-02  3.742522e-06
316  -5.355711e-03  1.214675e-03  -8.476951e-03  -5.356486e-03  1.214066e-03  -8.475872e-03  1.079225e-06
317  6.257729e-03  -1.124853e-04  8.098072e-03  6.260111e-03  -1.125031e-04  8.095934e-03  2.382270e-06
318  1.605671e-03  1.898920e-03  5.732760e-03  1.607012e-03  1.900422e-03  5.734616e-03  1.855961e-06
319  -2.503796e-04  2.596680e-04  -4.153472e-03  -2.498367e-04  2.611330e-04  -4.150766e-03  2.705874e-06
320  -1.843779e-04  -5.574815e-03  5.384738e-03  -1.828954e-04  -5.573453e-03  5.385176e-03  1.482553e-06
321  -1.173198e-03  5.092733e-03  -3.792194e-03  -1.174119e-03  5.094400e-03  -3.790367e-03  1.827571e-06
322  3.423148e-02  2.092263e-02  1.041025e-02  3.422775e-02  2.092095e-02  1.041258e-02  3.724568e-06
323  -3.265477e-02  -1.879771e-02  -7.376134e-03  -3.265254e-02  -1.879947e-02  -7.376780e-03  2.231312e-06
324  1.398140e-02  -5.409126e-03  5.757365e-06  1.397945e-02  -5.409442e-03  8.098242e-06  2.340878e-06
325  -1.294634e-02  4.812957e-03  -8.094378e-04  -1.294312e-02  4.813990e-03  -8.078689e-04  3.221470e-06
326  -2.764021e-04  -8.268076e-04  7.999913e-04  -2.766022e-04  -8.278656e-04  8.039682e-04  3.976965e-06
327  1.650479e-03  -1.221558e-03  -2.617549e-03  1.648549e-03  -1.221705e-03  -2.618748e-03  1.930564e-06
328  7.957528e-03  1.152058e-02  -7.601696e-03  7.959064e-03  1.151921e-02  -7.601286e-03  1.535560e-06
329  -7.836771e-03  -1.138421e-02  8.089825e-03  -7.837473e-03  -1.138077e-02  8.089558e-03  3.444983e-06
330  -2.594605e-03  -1.917617e-03  -2.683181e-03  -2.597190e-03  -1.917266e-03  -2.682183e-03  2.584844e-06
331  4.072102e-03  1.700454e-03  4.801314e-03  4.072588e-03  1.700936e-03  4.799267e-03  2.046292e-06
332  -5.150130e-03  5.394325e-04  -4.975695e-03  -5.151249e-03  5.400644e-04  -4.975333e-03  1.119505e-06
333  4.368266e-03  -1.436425e-03  4.220637e-03  4.370790e-03  -1.437619e-03  4.217896e-03  2.741317e-06
334  -2.392762e-05  1.371904e-03  4.018045e-04  -2.299916e-05  1.368619e-03  4.004843e-04  3.285305e-06
335  -1.135273e-03  -5.478353e-04  -1.600081e-03  -1.135150e-03  -5.454938e-04  -1.596771e-03  3.309543e-06
336  -2.052242e-03  9.148247e-03  4.621830e-03  -2.053786e-03  9.147623e-03  4.623559e-03  1.728430e-06
337  2.865195e-03  -9.177713e-03  -2.984066e-03  2.866051e-03  -9.177164e-03  -2.983081e-03  9.848945e-07
338  -3.747701e-03  8.855435e-03  3.519295e-02  -3.746634e-03  8.858049e-03  3.519075e-02  2.613716e-06
339  2.407547e-03  -6.614018e-03  -3.325527e-02  2.406306e-03  -6.615305e-03  -3.325800e-02  2.733507e-06
340  9.368790e-03  -1.731199e-03  8.306014e-03  9.370121e-03  -1.730425e-03  8.308160e-03  2.145918e-06
341  -1.201677e-02  2.489346e-03  -1.018856e-02  -1.201606e-02  2.487319e-03  -1.018985e-02  2.027919e-06
342  1.795270e-02  -1.949468e-02  -1.668308e-02  1.795185e-02  -1.949721e-02  -1.668204e-02  2.525572e-06
343  -1.804631e-02  1.865440e-02  1.812144e-02  -1.804521e-02  1.865459e-02  1.811810e-02  3.337871e-06
344  -3.603354e-03  -5.509026e-04  1.342009e-04  -3.604025e-03  -5.504934e-04  1.346071e-04  6.718204e-07
345  3.180513e-03  2.602219e-03  -1.717939e-03  3.179491e-03  2.600626e-03  -1.720547e-03  2.608529e-06
346  1.082578e-02  4.610199e-03  2.183495e-02  1.082730e-02  4.608643e-03  2.183902e-02  4.075664e-06
347  -1.107887e-02  -2.990883e-03  -2.302296e-02  -1.108287e-02  -2.995169e-03  -2.301906e-02  4.285953e-06
348  2.205150e-02  2.019326e-02  1.119778e-02  2.205465e-02  2.019565e-02  1.119735e-02  3.143987e-06
349  -1.947778e-02  -1.920479e-02  -1.456555e-02  -1.948142e-02  -1.920533e-02  -1.456268e-02  3.640760e-06
350  -2.322824e-02  -2.675387e-02  4.633178e-03  -2.322964e-02  -2.675188e-02  4.631835e-03  1.990847e-06
351  2.336594e-02  2.802651e-02  -4.229259e-03  2.336710e-02  2.802685e-02  -4.228902e-03  1.159024e-06
352  -5.388074e-03  1.790728e-02  -1.226027e-02  -5.387448e-03  1.790989e-02  -1.225773e-02  2.612939e-06
353  4.867972e-03  -1.830680e-02  1.231753e-02  4.863518e-03  -1.830723e-02  1.231668e-02  4.453840e-06
354  1.149556e-04  -1.012996e-03  -4.565732e-04  1.157885e-04  -1.014476e-03  -4.535342e-04  3.038998e-06
355  2.271300e-04  1.618856e-03  1.849137e-03  2.262774e-04  1.620763e-03  1.846148e-03  2.988982e-06
356  3.433590e-02  2.324403e-02  -1.380918e-03  3.374376e-02  2.286131e-02  -1.298892e-03  5.921367e-04
357  -3.548819e-02  -2.460394e-02  3.069487e-04  -3.489505e-02  -2.422375e-02  2.246837e-04  5.931474e-04
358  4.405516e-03  1.298749e-02  -1.154075e-02  4.403408e-03  1.298526e-02  -1.154192e-02  2.232274e-06
359  -5.042037e-03  -1.282826e-02  1.138465e-02  -5.041139e-03  -1.282478e-02  1.138078e-02  3.870182e-06
360  -1.278384e-03  1.038595e-03  -1.827799e-03  -1.280657e-03  1.038049e-03  -1.827643e-03  2.272782e-06
361  8.652746e-04  -1.291597e-03  6.068449e-04  8.687480e-04  -1.292287e-03  6.084773e-04  3.473404e-06
362  8.811343e-03  -4.173076e-03  3.010828e-03  8.812851e-03  -4.173044e-03  3.010803e-03  1.507187e-06
363  -5.193726e-03  8.563524e-03  1.260758e-04  -5.193817e-03  8.563908e-03  1.250669e-04  1.008884e-06
364  -7.652851e-02  5.762853e-02  -2.211224e-02  -7.653027e-02  5.763223e-02  -2.211396e-02  3.699904e-06
365  7.850024e-02  -5.906766e-02  2.287824e-02  7.849884e-02  -5.907103e-02  2.287826e-02  3.371480e-06
366  -4.445958e-04  -5.041734e-03  -3.045414e-03  -4.420058e-04  -5.045253e-03  -3.048205e-03  3.519842e-06
367  2.176605e-03  4.509867e-03  5.283209e-03  2.175257e-03  4.509096e-03  5.282140e-03  1.348653e-06
368  -2.036083e-02  9.503511e-03  2.565947e-02  -2.035914e-02  9.502149e-03  2.566144e-02  1.976648e-06
369  2.120610e-02  -8.855662e-03  -2.598199e-02  2.120818e-02  -8.856857e-03  -2.598382e-02  2.072420e-06
370  -3.805762e-03  5.966189e-03  4.046827e-03  -3.807741e-03  5.967548e-03  4.049590e-03  2.762663e-06
371  1.562459e-03  -2.760720e-03  -6.963514e-03  1.562909e-03  -2.762815e-03  -6.967694e-03  4.180683e-06
372  7.564026e-03  -1.481954e-03  -7.890920e-03  7.569161e-03  -1.481699e-03  -7.889638e-03  5.134538e-06
373  -8.686309e-03  -4.819664e-05  3.951663e-03  -8.690432e-03  -4.969553e-05  3.951706e-03  4.123068e-06
374  2.797399e-02  9.704094e-03  2.570925e-03  2.797373e-02  9.702689e-03  2.570935e-03  1.405372e-06
375  -2.713531e-02  -1.121994e-02  -2.856465e-03  -2.713537e-02  -1.122590e-02  -2.855045e-03  5.956801e-06
376  4.438527e-03  2.740296e-02  -7.810129e-02  4.439347e-03  2.739946e-02  -7.810093e-02  3.504403e-06
377  -3.714673e-03  -2.652643e-02  8.108774e-02  -3.716561e-03  -2.652562e-02  8.108801e-02  1.888741e-06
378  3.217908e-02  -3.354640e-03  1.798355e-02  3.217861e-02  -3.352278e-03  1.798404e-02  2.362375e-06
379  -3.071510e-02  3.840383e-03  -1.610181e-02  -3.071640e-02  3.841525e-03  -1.610433e-02  2.516228e-06
380  2.021213e-02  -1.242783e-03  1.485985e-03  2.020761e-02  -1.242497e-03  1.486666e-03  4.513117e-06
381  -1.901461e-02  4.892041e-04  -1.637811e-03  -1.901494e-02  4.906252e-04  -1.636727e-03  1.421031e-06
382  6.933560e-03  2.083582e-02  -3.155370e-02  6.935929e-03  2.083450e-02  -3.155523e-02  2.368412e-06
383  -6.392894e-03  -2.119304e-02  3.378078e-02  -6.393806e-03  -2.119281e-02  3.377838e-02  2.401319e-06
384  -3.537621e-03  -1.168974e-03  -7.846000e-04  -3.539149e-03  -1.166783e-03  -7.837012e-04  2.191199e-06
385  2.719218e-03  2.227988e-03  1.469846e-03  2.721065e-03  2.226638e-03  1.467431e-03  2.414979e-06
386  -3.678639e-02  -3.533326e-02  8.117951e-03  -3.678755e-02  -3.533360e-02  8.116653e-03  1.297983e-06
387  3.583533e-02  3.512077e-02  -8.069155e-03  3.583464e-02  3.512423e-02  -8.068463e-03  3.462412e-06
388  4.879652e-03  3.033281e-03  -3.566991e-05  4.883335e-03  3.035420e-03  -3.633486e-05  3.683345e-06
389  -2.728173e-03  -5.500033e-04  4.949085e-04  -2.728384e-03  -5.509105e-04  4.942344e-04  9.071561e-07
390  4.272693e-03  8.346684e-03  5.900610e-03  4.273863e-03  8.349440e-03  5.903869e-03  3.259575e-06
391  -3.937723e-03  -7.445573e-03  -5.647832e-03  -3.937936e-03  -7.447644e-03  -5.646424e-03  2.071486e-06
392  2.429832e-03  -1.459765e-02  1.376755e-02  2.428514e-03  -1.459443e-02  1.376462e-02  3.222390e-06
393  -1.832235e-03  1.413226e-02  -1.476093e-02  -1.832534e-03  1.413405e-02  -1.476249e-02  1.789577e-06
394  -1.330362e-02  3.861632e-03  -7.742110e-03  -1.330268e-02  3.863760e-03  -7.742448e-03  2.128101e-06
395  1.610164e-02  -5.978074e-03  4.679500e-03  1.610169e-02  -5.978901e-03  4.682707e-03  3.207554e-06
396  -1.706638e-02  4.056777e-02  3.186156e-02  -1.706472e-02  4.056710e-02  3.186185e-02  1.652557e-06
397  1.735170e-02  -4.189489e-02  -3.488028e-02  1.735089e-02  -4.189625e-02  -3.487945e-02  1.363579e-06
398  1.082818e-02  1.521451e-03  -1.912831e-02  1.082609e-02  1.521761e-03  -1.912592e-02  2.387276e-06
399  -1.001601e-02  -1.273672e-03  1.956771e-02  -1.001631e-02  -1.273299e-03  1.956491e-02  2.798270e-06
400  7.595540e-03  7.100909e-04  6.473331e-03  8.133054e-03  8.441025e-04  6.989407e-03  5.375138e-04
401  -7.045309e-03  5.832701e-04  -2.607923e-03  -7.583234e-03  4.509160e-04  -3.122765e-03  5.379253e-04
402  8.776052e-03  7.897075e-03  1.144301e-02  8.374825e-03  7.411741e-03  1.095936e-02  4.853348e-04
403  -6.546179e-03  -8.929896e-03  -1.120796e-02  -6.145434e-03  -8.447115e-03  -1.072702e-02  4.827817e-04
404  7.457316e-04  -1.609482e-03  -2.577544e-02  7.793010e-04  -1.679747e-03  -2.652956e-02  7.541201e-04
405  -4.226685e-04  2.662524e-03  2.737991e-02  -4.549842e-04  2.731901e-03  2.813325e-02  7.533393e-04
406  -3.360225e-02  -1.278929e-03  -6.862178e-03  -3.359990e-02  -1.278874e-03  -6.862193e-03  2.347246e-06
407  3.313450e-02  1.484577e-03  5.237954e-03  3.313113e-02  1.483368e-03  5.238897e-03  3.371249e-06
408  -5.560947e-03  -1.476816e-02  1.082877e-02  -5.558366e-03  -1.476877e-02  1.082601e-02  2.752170e-06
409  3.368928e-03  1.543904e-02  -1.053650e-02  3.371291e-03  1.543940e-02  -1.053307e-02  3.429670e-06
410  -9.185125e-04  3.383135e-05  6.618789e-03  -7.532223e-04  -7.137672e-05  7.345979e-03  7.271907e-04
411  -1.662061e-03  3.396789e-04  -8.157621e-03  -1.824075e-03  4.428252e-04  -8.888378e-03  7.307563e-04
412  2.914959e-04  1.476387e-02  9.078180e-03  2.923195e-04  1.476207e-02  9.076695e-03  1.807367e-06
413  -2.744323e-03  -1.609618e-02  -5.999364e-03  -2.746998e-03  -1.609486e-02  -5.998515e-03  2.675236e-06
414  1.768512e-02  -1.866743e-02  -9.154194e-03  1.719024e-02  -1.814100e-02  -8.851712e-03  5.264289e-04
415  -1.771264e-02  1.932324e-02  1.016690e-02  -1.721766e-02  1.879692e-02  9.860423e-03  5.263186e-04
416  -2.151617e-04  -9.831926e-04  -1.002265e-02  -2.167473e-04  -9.835519e-04  -1.002906e-02  6.413650e-06
417  6.681456e-04  2.106742e-03  1.063442e-02  6.699608e-04  2.106051e-03  1.063152e-02  2.900249e-06
418  1.824178e-02  -1.923381e-02  1.599514e-02  1.776359e-02  -1.870856e-02  1.561600e-02  5.252505e-04
419  -1.942337e-02  2.010307e-02  -1.754167e-02  -1.894673e-02  1.957935e-02  -1.716307e-02  5.237204e-04
420  1.269281e-03  4.170130e-03  9.313820e-04  1.267677e-03  4.170014e-03  9.292112e-04  2.170782e-06
421  -1.478439e-04  -4.607601e-03  -1.231447e-03  -1.483219e-04  -4.606290e-03  -1.233910e-03  2.462469e-06
422  1.935748e-02  8.386377e-03  -1.272015e-02  1.935715e-02  8.386176e-03  -1.272214e-02  1.985914e-06
423  -2.077053e-02  -7.115995e-03  1.251053e-02  -2.077070e-02  -7.115085e-03  1.251008e-02  9.098359e-07
424  2.252426e-02  2.626393e-03  -4.239216e-02  2.252616e-02  2.628095e-03  -4.239279e-02  1.904987e-06
425  -2.279366e-02  -2.831159e-03  4.271047e-02  -2.279420e-02  -2.830980e-03  4.271267e-02  2.202617e-06
426  5.062889e-03  -3.689763e-02  -6.506126e-03  5.064937e-03  -3.689663e-02  -6.505603e-03  2.047872e-06
427  -3.653672e-03  3.707024e-02  6.230009e-03  -3.654118e-03  3.707036e-02  6.230616e-03  6.073117e-07
428  -1.789218e-03  -3.408010e-03  5.584657e-04  -1.789420e-03  -3.407629e-03  5.581286e-04  3.808866e-07
429  2.057980e-03  3.987651e-03  5.744502e-04  2.060195e-03  3.986703e-03  5.774211e-04  2.970907e-06
430  2.989813e-03  5.316486e-03  1.230972e-03  2.986718e-03  5.315495e-03  1.229156e-03  3.095232e-06
431  -3.154407e-03  -5.492361e-03  -3.684190e-03  -3.153888e-03  -5.493504e-03  -3.681566e-03  2.623403e-06
432  -1.251081e-02  -1.761462e-02  -1.245008e-02  -1.251077e-02  -1.761179e-02  -1.244986e-02  2.829308e-06
433  1.078607e-02  1.773245e-02  1.501259e-02  1.078856e-02  1.773365e-02  1.501450e-02  2.492360e-06
434  -6.978815e-03  6.468074e-03  -8.440254e-03  -6.977268e-03  6.464342e-03  -8.439804e-03  3.732383e-06
435  1.007758e-02  -7.155967e-03  9.285560e-03  1.007857e-02  -7.154660e-03  9.286294e-03  1.306717e-06
436  2.317029e-03  5.597493e-03  -1.202217e-02  2.319292e-03  5.596922e-03  -1.202024e-02  2.262579e-06
437  -3.091588e-03  -7.917548e-03  9.372931e-03  -3.095638e-03  -7.918394e-03  9.376934e-03  4.050610e-06
438  -1.113785e-02  8.969474e-03  1.227740e-02  -1.113613e-02  8.967883e-03  1.227757e-02  1.716194e-06
439  1.271525e-02  -8.187331e-03  -1.403071e-02  1.271487e-02  -8.186846e-03  -1.403391e-02  3.202744e-06
440  -2.773955e-03  5.717543e-04  5.413640e-04  -2.773293e-03  5.691520e-04  5.411355e-04  2.602324e-06
441  1.563745e-03  -1.888233e-03  -3.600252e-03  1.563588e-03  -1.886665e-03  -3.598039e-03  2.212577e-06
442  -1.015607e-03  2.685115e-03  -1.320135e-03  -1.014599e-03  2.686439e-03  -1.321056e-03  1.323364e-06
443  -7.237585e-04  -4.872445e-04  1.317730e-04  -7.225837e-04  -4.874552e-04  1.332628e-04  1.489783e-06
444  -1.005854e-02  -1.047732e-03  -5.106462e-03  -1.005683e-02  -1.049222e-03  -5.111366e-03  4.903888e-06
445  1.124043e-02  5.967821e-04  4.532422e-03  1.124082e-02  5.954897e-04  4.532898e-03  1.292355e-06
446  3.267515e-03  4.373393e-03  -1.847433e-03  3.265920e-03  4.373156e-03  -1.846901e-03  1.594404e-06
