# F(k,t) correlation function
# Reference time: 2000.142 ps
# lag_time_ps	F(k,t)
0.000000	443.74378399
0.100000	76.12057422
0.200000	-70.89116256
0.300000	-51.48756546
0.400000	17.13687024
0.500000	57.87955811
0.600000	-11.75581978
0.700000	-29.31132703
0.800000	-59.66823084
0.900000	-5.26850374
1.000000	18.59967791
1.100000	-62.81314041
1.200000	51.13435219
1.300000	44.26667572
1.400000	41.89044335
1.500000	-25.05274744
1.600000	25.41867012
1.700000	-17.38341864
1.800000	30.87521217
1.900000	-30.80500090
2.000000	4.74097006
2.100000	-36.46005816
2.200000	-50.32443273
2.300000	26.77919223
2.400000	-37.57983899
2.500000	-98.28936936
2.600000	-11.03587102
2.700000	27.45727349
2.800000	9.10562710
2.900000	-22.82513674
3.000000	-52.66069733
3.100000	-25.01845676
3.200000	-11.03080062
3.300000	-10.83765708
3.400000	-93.96650491
3.500000	-30.68907569
3.600000	11.11247382
3.700000	-22.96491056
3.800000	-48.09233564
3.900000	-19.64792916
4.000000	-61.88142966
4.100000	39.08099284
4.200000	18.26410756
4.300000	30.66126179
4.400000	40.74067164
4.500000	-15.10410889
4.600000	29.60972943
4.700000	-26.68475223
4.800000	-15.12007373
4.900000	-29.83726708
5.000000	-10.79442581
5.100000	-28.12745788
5.200000	66.79104077
5.300000	-14.00781295
5.400000	-33.89479699
5.500000	28.90713190
5.600000	53.38196731
5.700000	21.00207517
5.800000	26.63160038
5.900000	19.25358786
6.000000	-17.55836660
6.100000	23.06783900
6.200000	-106.56603051
6.300000	-26.11994419
6.400000	86.91980109
6.500000	81.34619511
6.600000	-46.29969864
6.700000	-12.18086052
6.800000	49.15884056
6.900000	29.42772665
7.000000	74.47141438
7.100000	-18.71947108
7.200000	47.04365473
7.300000	71.05119736
7.400000	29.69447140
7.500000	-33.20894704
7.600000	24.58342155
7.700000	91.24445078
7.800000	62.66550391
7.900000	59.78695100
8.000000	58.24820615
8.100000	24.50830927
8.200000	-36.75885511
8.300000	96.08548104
8.400000	2.37466622
8.500000	-146.12428743
8.600000	-30.77739719
8.700000	-45.24543768
8.800000	-15.56470521
8.900000	-80.25918595
9.000000	11.73742949
9.100000	-79.93767405
9.200000	-86.43640062
9.300000	-25.95520131
9.400000	95.49132361
9.500000	31.22255553
9.600000	0.66942347
9.700000	-32.44161219
9.800000	15.56397007
9.900000	16.12615692
10.000000	-101.93857284
10.100000	-1.36639962
10.200000	-13.15822608
10.300000	-17.70240660
10.400000	50.23863004
10.500000	-0.30885786
10.600001	4.99180550
10.700001	66.88835198
10.800001	-0.39233326
10.900001	48.98178478
11.000001	-47.22923566
